2825 5.89096499256101e-07 	 1.0 	 0.024641975716505154 	 0.9967052715654952
2826 5.935265940462386e-07 	 1.0 	 0.025095567843034402 	 0.9968051118210862
2827 7.783060724122493e-07 	 1.0 	 0.0246624122842225 	 0.9969049520766773
2828 6.314069444148629e-07 	 1.0 	 0.024733553740778305 	 0.9970047923322684
2829 6.227593229581885e-07 	 1.0 	 0.024686670454930552 	 0.9967052715654952
2830 6.302860387725673e-07 	 1.0 	 0.024997016491764674 	 0.9966054313099042
2831 5.892745473208549e-07 	 1.0 	 0.024663034555511686 	 0.9967052715654952
2832 5.888584390906715e-07 	 1.0 	 0.0251277002558321 	 0.9966054313099042
2833 6.902744562334817e-07 	 1.0 	 0.0253745766882263 	 0.9966054313099042
2834 6.225506957423477e-07 	 1.0 	 0.025116673332658206 	 0.9965055910543131
2835 6.969401797925912e-07 	 1.0 	 0.025001742420096153 	 0.9967052715654952
2836 6.559487208195946e-07 	 1.0 	 0.025282319730906846 	 0.9966054313099042
2837 6.200174994613406e-07 	 1.0 	 0.024557686364333243 	 0.9965055910543131
2838 6.016669370808359e-07 	 1.0 	 0.02500626709882437 	 0.9968051118210862
2839 6.227660345916774e-07 	 1.0 	 0.02422232979249791 	 0.9968051118210862
2840 5.457762102869878e-07 	 1.0 	 0.02479804213487676 	 0.9968051118210862
2841 6.235743312304009e-07 	 1.0 	 0.02494928864057553 	 0.9964057507987221
2842 6.417888585150422e-07 	 1.0 	 0.025606571523076622 	 0.9967052715654952
2843 5.865208083260143e-07 	 1.0 	 0.024581125287476847 	 0.9971046325878594
2844 5.676345270140359e-07 	 1.0 	 0.025363602483969017 	 0.9964057507987221
2845 7.257795732455463e-07 	 1.0 	 0.02452951165801248 	 0.9968051118210862
2846 5.918682014495858e-07 	 1.0 	 0.024754138619653355 	 0.9968051118210862
2847 9.015776123008834e-07 	 1.0 	 0.02462981122054412 	 0.9967052715654952
2848 6.101456535517969e-07 	 1.0 	 0.02535959073397235 	 0.9967052715654952
2849 9.79783485518908e-07 	 1.0 	 0.024713403635519698 	 0.9968051118210862
2850 5.558492835727691e-07 	 1.0 	 0.02544011219253184 	 0.9965055910543131
2851 6.630662156972278e-07 	 1.0 	 0.025354032667490513 	 0.9966054313099042
2852 6.308500991562483e-07 	 1.0 	 0.02499549912267639 	 0.9967052715654952
2853 6.739348645325549e-07 	 1.0 	 0.0252942475785381 	 0.9967052715654952
2854 7.984505041980583e-07 	 1.0 	 0.02526370382714258 	 0.9966054313099042
2855 8.409728397698757e-07 	 1.0 	 0.02546636522214283 	 0.9966054313099042
2856 8.591455798742231e-07 	 1.0 	 0.024695999181025007 	 0.9966054313099042
2857 7.396034116869998e-07 	 1.0 	 0.024574184478180727 	 0.9967052715654952
2858 9.101861178223203e-07 	 1.0 	 0.024443831060163655 	 0.9969049520766773
2859 5.626394244474397e-07 	 1.0 	 0.025456876193476995 	 0.9967052715654952
2860 6.31362404697029e-07 	 1.0 	 0.025418632838823847 	 0.9964057507987221
2861 7.086731272875113e-07 	 1.0 	 0.024328834660346618 	 0.9967052715654952
2862 5.705318539028781e-07 	 1.0 	 0.02452742352089558 	 0.9967052715654952
2863 5.522427791447626e-07 	 1.0 	 0.02485052487706933 	 0.9968051118210862
2864 6.262958548099107e-07 	 1.0 	 0.02466024099247476 	 0.9968051118210862
2865 5.82956831615462e-07 	 1.0 	 0.024437120154677177 	 0.9968051118210862
2866 7.801793686201109e-07 	 1.0 	 0.024799009761639776 	 0.9967052715654952
2867 5.941776219401618e-07 	 1.0 	 0.024853730598329366 	 0.9970047923322684
2868 6.608531932162975e-07 	 1.0 	 0.02500634130088159 	 0.9967052715654952
2869 6.788085942889666e-07 	 1.0 	 0.02520353141419206 	 0.9966054313099042
2870 5.291779979039291e-07 	 1.0 	 0.024559846208122012 	 0.9968051118210862
2871 7.139553642410589e-07 	 1.0 	 0.025287281149335955 	 0.9966054313099042
2872 6.590892875179578e-07 	 1.0 	 0.024595517362910928 	 0.9967052715654952
2873 6.078949023819291e-07 	 1.0 	 0.025014738038345315 	 0.9968051118210862
2874 5.453791969365795e-07 	 1.0 	 0.025234186301658662 	 0.9967052715654952
2875 6.156813268540873e-07 	 1.0 	 0.024312294349337536 	 0.9967052715654952
2876 6.205778654681637e-07 	 1.0 	 0.024670377835769502 	 0.9966054313099042
2877 6.520737025535084e-07 	 1.0 	 0.02467730587293845 	 0.9968051118210862
2878 6.38006715020083e-07 	 1.0 	 0.02495371225649812 	 0.9967052715654952
2879 7.303966784041904e-07 	 1.0 	 0.025272181997722153 	 0.9968051118210862
2880 8.47371560643353e-07 	 1.0 	 0.025207547145633898 	 0.9966054313099042
2881 5.367691077452718e-07 	 1.0 	 0.024689505308994997 	 0.9967052715654952
2882 5.976918664511288e-07 	 1.0 	 0.02546857772788243 	 0.9965055910543131
2883 6.296045018709151e-07 	 1.0 	 0.025323501302370967 	 0.9965055910543131
2884 5.527382453996665e-07 	 1.0 	 0.025013756904208467 	 0.9967052715654952
2885 1.6716189179466312e-06 	 1.0 	 0.02466258326723466 	 0.9967052715654952
2886 6.049938977956515e-07 	 1.0 	 0.025241660064076733 	 0.9966054313099042
2887 6.01380520800916e-07 	 1.0 	 0.024750942396397704 	 0.9967052715654952
2888 5.59911812969176e-07 	 1.0 	 0.025655117918741935 	 0.9965055910543131
2889 6.301731650887632e-07 	 1.0 	 0.02535057951299276 	 0.9965055910543131
2890 5.663206033017332e-07 	 1.0 	 0.02502249501806224 	 0.9966054313099042
2891 5.358681984985481e-07 	 1.0 	 0.02453766225951325 	 0.9966054313099042
2892 5.306356075891471e-07 	 1.0 	 0.025772514058429126 	 0.9966054313099042
2893 1.105989608357163e-06 	 1.0 	 0.025000087971750372 	 0.9968051118210862
2894 5.387462504505436e-07 	 1.0 	 0.024804269580664222 	 0.9967052715654952
2895 6.605718588352261e-07 	 1.0 	 0.02461722449753098 	 0.9966054313099042
2896 5.442583814127033e-07 	 1.0 	 0.0245422089551084 	 0.9965055910543131
2897 5.47821806578952e-07 	 1.0 	 0.02530840902527051 	 0.9966054313099042
2898 8.665046851368175e-07 	 1.0 	 0.025468886493820876 	 0.996305910543131
2899 6.77770763330443e-07 	 1.0 	 0.024605282176772287 	 0.9968051118210862
2900 6.404758217905738e-07 	 1.0 	 0.024664584937120048 	 0.9966054313099042
2901 5.651573448952263e-07 	 1.0 	 0.02565823889904707 	 0.9964057507987221
2902 5.572199892715446e-07 	 1.0 	 0.025184392163934338 	 0.9965055910543131
2903 5.38398747092117e-07 	 1.0 	 0.025063326608635535 	 0.9968051118210862
2904 5.736088424721686e-07 	 1.0 	 0.024933417291377064 	 0.9964057507987221
2905 8.204717385439153e-07 	 1.0 	 0.025053336374970852 	 0.9964057507987221
2906 8.661255891611575e-07 	 1.0 	 0.02486141272883331 	 0.9967052715654952
2907 6.283392501457286e-07 	 1.0 	 0.02456237989470266 	 0.9968051118210862
2908 6.639948164013277e-07 	 1.0 	 0.024668553750038236 	 0.9966054313099042
2909 6.204651324323152e-07 	 1.0 	 0.024798034528952205 	 0.9964057507987221
2910 6.195854027349412e-07 	 1.0 	 0.02527649808261311 	 0.9965055910543131
2911 5.061367254185711e-07 	 1.0 	 0.024947686905143523 	 0.9965055910543131
2912 6.039977446739897e-07 	 1.0 	 0.024945508267289127 	 0.9966054313099042
2913 5.391999921864965e-07 	 1.0 	 0.02526787875646 	 0.9964057507987221
2914 5.925071017230721e-07 	 1.0 	 0.0254692464647229 	 0.9966054313099042
2915 5.338938491844658e-07 	 1.0 	 0.025052651330457774 	 0.9966054313099042
2916 7.498141592130025e-07 	 1.0 	 0.02536336658217186 	 0.996305910543131
2917 7.433001375871129e-07 	 1.0 	 0.024666621771254435 	 0.9967052715654952
2918 1.0937794614014252e-06 	 1.0 	 0.025817767098809223 	 0.9965055910543131
2919 6.049224248859275e-07 	 1.0 	 0.02466136789831333 	 0.9966054313099042
2920 5.791263723634188e-07 	 1.0 	 0.02487156679688425 	 0.9966054313099042
2921 5.740058183145891e-07 	 1.0 	 0.025764439509317547 	 0.996305910543131
2922 5.367777708855215e-07 	 1.0 	 0.024356527903605964 	 0.9967052715654952
2923 5.875417975856578e-07 	 1.0 	 0.02513271537829157 	 0.9966054313099042
2924 5.772355933974893e-07 	 1.0 	 0.02465144899932064 	 0.9967052715654952
2925 5.932634637181877e-07 	 1.0 	 0.024534184395332236 	 0.9968051118210862
2926 6.052822977197536e-07 	 1.0 	 0.025130411061679066 	 0.9967052715654952
2927 6.884526479929321e-07 	 1.0 	 0.025311060795500894 	 0.9965055910543131
2928 6.312108921497384e-07 	 1.0 	 0.02480602543427586 	 0.9965055910543131
2929 6.577283780580955e-07 	 1.0 	 0.025777598597981975 	 0.9965055910543131
2930 1.1939427069667374e-06 	 1.0 	 0.024821140600214044 	 0.9967052715654952
2931 6.460685359239449e-07 	 1.0 	 0.024247503700453626 	 0.9968051118210862
2932 5.578242238479447e-07 	 1.0 	 0.025160433240930452 	 0.9966054313099042
2933 7.643109937889392e-07 	 1.0 	 0.02441305591512026 	 0.9968051118210862
2934 6.056287393168702e-07 	 1.0 	 0.024687585616906874 	 0.9966054313099042
2935 5.677550331375869e-07 	 1.0 	 0.024287609919028334 	 0.9967052715654952
2936 5.369535194252251e-07 	 1.0 	 0.025461179561394393 	 0.9965055910543131
2937 5.899653676779337e-07 	 1.0 	 0.02491207780534 	 0.9965055910543131
2938 5.900740117525061e-07 	 1.0 	 0.02472782462977478 	 0.9967052715654952
2939 8.208043385685926e-07 	 1.0 	 0.025104611637732845 	 0.9965055910543131
2940 6.540997043454411e-07 	 1.0 	 0.024188483333811468 	 0.9967052715654952
2941 5.621328747345444e-07 	 1.0 	 0.024470167929824736 	 0.9967052715654952
2942 6.739702872741305e-07 	 1.0 	 0.024214025944806115 	 0.9964057507987221
2943 6.212414120069809e-07 	 1.0 	 0.024561352457478865 	 0.9965055910543131
2944 5.571155712507902e-07 	 1.0 	 0.024332592402368416 	 0.9966054313099042
2945 5.749548837646046e-07 	 1.0 	 0.025249791349434808 	 0.9966054313099042
2946 5.443402415377818e-07 	 1.0 	 0.024403185099954577 	 0.9967052715654952
2947 5.860865833489015e-07 	 1.0 	 0.02429274482299758 	 0.9967052715654952
2948 6.268399931130375e-07 	 1.0 	 0.02507767749671344 	 0.9964057507987221
2949 6.257900455318577e-07 	 1.0 	 0.024762658727745836 	 0.9967052715654952
2950 5.63828637363315e-07 	 1.0 	 0.025174681503933642 	 0.9965055910543131
2951 4.882134794375759e-07 	 1.0 	 0.025568630120475357 	 0.9966054313099042
2952 6.041632473218783e-07 	 1.0 	 0.025460231369682007 	 0.9966054313099042
2953 6.259245332353202e-07 	 1.0 	 0.024896500770901872 	 0.9965055910543131
2954 5.169174900238715e-07 	 1.0 	 0.024626995089273913 	 0.9966054313099042
2955 6.926330973861638e-07 	 1.0 	 0.024114531505869924 	 0.9968051118210862
2956 5.581865568434808e-07 	 1.0 	 0.024657687304907087 	 0.9967052715654952
2957 6.071456070941395e-07 	 1.0 	 0.024383601358590867 	 0.9966054313099042
2958 5.724836134146472e-07 	 1.0 	 0.025023070962963093 	 0.9967052715654952
2959 6.002887526275913e-07 	 1.0 	 0.024482715232902408 	 0.9967052715654952
2960 5.978988223539261e-07 	 1.0 	 0.024749422072750465 	 0.9966054313099042
2961 6.554588832030105e-07 	 1.0 	 0.024651225412803762 	 0.9965055910543131
2962 6.734800285559572e-07 	 1.0 	 0.02476069512076132 	 0.9965055910543131
2963 5.465584425564885e-07 	 1.0 	 0.024821084153886844 	 0.9968051118210862
2964 5.758120406567002e-07 	 1.0 	 0.02532490052490995 	 0.9964057507987221
2965 6.811036878004017e-07 	 1.0 	 0.025677192127763027 	 0.9966054313099042
2966 5.599684425921225e-07 	 1.0 	 0.024832800487832107 	 0.9967052715654952
2967 5.740880914454749e-07 	 1.0 	 0.024865141296374533 	 0.9965055910543131
2968 8.459988626000836e-07 	 1.0 	 0.024712713456332528 	 0.9967052715654952
2969 6.209154701267039e-07 	 1.0 	 0.0244417297054651 	 0.9965055910543131
2970 5.954513086683733e-07 	 1.0 	 0.025092148906485284 	 0.9968051118210862
2971 6.096164957860139e-07 	 1.0 	 0.02494245437681937 	 0.9965055910543131
2972 6.875457370405514e-07 	 1.0 	 0.024578342365679996 	 0.9968051118210862
2973 5.629679708327728e-07 	 1.0 	 0.025072098263105268 	 0.9965055910543131
2974 6.106867229601676e-07 	 1.0 	 0.024762956683101675 	 0.9965055910543131
2975 1.0492954716804093e-06 	 1.0 	 0.024713261620784195 	 0.9966054313099042
2976 7.642272477755796e-07 	 1.0 	 0.024819410277578353 	 0.9967052715654952
2977 5.115520929817307e-07 	 1.0 	 0.025346679595684336 	 0.9965055910543131
2978 5.490908043495324e-07 	 1.0 	 0.024797616069889044 	 0.9965055910543131
2979 5.659123649019193e-07 	 1.0 	 0.025373457896907144 	 0.9966054313099042
2980 6.114040907756646e-07 	 1.0 	 0.025077543034144056 	 0.9967052715654952
2981 5.163698955843188e-07 	 1.0 	 0.02501164315848659 	 0.9965055910543131
2982 6.600981411028784e-07 	 1.0 	 0.02531463484353403 	 0.996305910543131
2983 5.795755730652274e-07 	 1.0 	 0.02457462508354028 	 0.9966054313099042
2984 5.714482457150894e-07 	 1.0 	 0.024505700088374743 	 0.9966054313099042
2985 5.245151774504108e-07 	 1.0 	 0.02430273044097788 	 0.9967052715654952
2986 5.756353998194185e-07 	 1.0 	 0.025016071540307102 	 0.9967052715654952
2987 5.527965781857347e-07 	 1.0 	 0.02526238587176732 	 0.9966054313099042
2988 5.397825532254785e-07 	 1.0 	 0.024634902466149657 	 0.9967052715654952
2989 7.930775896450371e-07 	 1.0 	 0.024345403413740724 	 0.9968051118210862
2990 5.660703773789066e-07 	 1.0 	 0.025079776710965767 	 0.9967052715654952
2991 6.462447042019903e-07 	 1.0 	 0.02441930249028851 	 0.9967052715654952
2992 5.158565148319383e-07 	 1.0 	 0.024373556270663073 	 0.9967052715654952
2993 6.538943167204536e-07 	 1.0 	 0.024806954076131624 	 0.9967052715654952
2994 5.458061746882947e-07 	 1.0 	 0.024984752767542813 	 0.9966054313099042
2995 5.908619266631376e-07 	 1.0 	 0.024693733466095054 	 0.9967052715654952
2996 5.922871946221164e-07 	 1.0 	 0.02503471774085492 	 0.9964057507987221
2997 6.735305929883851e-07 	 1.0 	 0.024635940152485058 	 0.9966054313099042
2998 5.821528061817105e-07 	 1.0 	 0.025547202887853747 	 0.9966054313099042
2999 6.427490603414299e-07 	 1.0 	 0.024690319411761905 	 0.9968051118210862
3000 5.17872500718397e-07 	 1.0 	 0.024866535257576636 	 0.9966054313099042
3001 6.115170282242843e-07 	 1.0 	 0.02489421539276043 	 0.9964057507987221
3002 7.634664073681563e-07 	 1.0 	 0.024885111956082326 	 0.9967052715654952
3003 5.479933748428323e-07 	 1.0 	 0.02516877475736856 	 0.9967052715654952
3004 5.369289726478144e-07 	 1.0 	 0.02429895161386506 	 0.9966054313099042
3005 5.870162647553912e-07 	 1.0 	 0.02558962534104138 	 0.9967052715654952
3006 6.104619938072631e-07 	 1.0 	 0.024828169419502073 	 0.9968051118210862
3007 5.678681651339445e-07 	 1.0 	 0.02428617981294733 	 0.9968051118210862
3008 5.646769543351127e-07 	 1.0 	 0.02500004775870586 	 0.9966054313099042
3009 5.542217813010097e-07 	 1.0 	 0.024877330306668454 	 0.9966054313099042
3010 5.394492518070137e-07 	 1.0 	 0.025037487438464488 	 0.9965055910543131
3011 5.229884606704616e-07 	 1.0 	 0.025385109290006244 	 0.9965055910543131
3012 5.909279225288344e-07 	 1.0 	 0.025867510047834084 	 0.9962060702875399
3013 6.216636552180432e-07 	 1.0 	 0.02474830216417411 	 0.9967052715654952
3014 5.524059951662253e-07 	 1.0 	 0.024589627664388908 	 0.9966054313099042
3015 5.232175766101932e-07 	 1.0 	 0.02523765907530472 	 0.9965055910543131
3016 5.697230316376079e-07 	 1.0 	 0.02409851823957332 	 0.9968051118210862
3017 7.089971212791113e-07 	 1.0 	 0.02449880735220022 	 0.9967052715654952
3018 6.048826489860915e-07 	 1.0 	 0.024607676537287293 	 0.9967052715654952
3019 5.491030685719522e-07 	 1.0 	 0.025844459637255086 	 0.996305910543131
3020 7.004132781989369e-07 	 1.0 	 0.02512840439898573 	 0.996305910543131
3021 5.244777461572881e-07 	 1.0 	 0.024708329721347882 	 0.9967052715654952
3022 6.226239105582465e-07 	 1.0 	 0.024394701043394553 	 0.9968051118210862
3023 1.0608229332721919e-06 	 1.0 	 0.024809867102112495 	 0.9967052715654952
3024 5.452523361478257e-07 	 1.0 	 0.025231067214853242 	 0.9966054313099042
3025 6.1739245924457e-07 	 1.0 	 0.025387098089849503 	 0.9966054313099042
3026 5.346286615835538e-07 	 1.0 	 0.02536606113946017 	 0.9966054313099042
3027 6.320165062629712e-07 	 1.0 	 0.02553896172111695 	 0.9966054313099042
3028 5.412295550200952e-07 	 1.0 	 0.024446348491680092 	 0.9966054313099042
3029 5.370538481831488e-07 	 1.0 	 0.024609065729666806 	 0.9967052715654952
3030 4.933477940613784e-07 	 1.0 	 0.02431390204709222 	 0.9968051118210862
3031 5.491498394749783e-07 	 1.0 	 0.024961100191882732 	 0.9964057507987221
3032 5.772005349361109e-07 	 1.0 	 0.02504234108606839 	 0.9967052715654952
3033 6.719803701689386e-07 	 1.0 	 0.02500444638949465 	 0.9966054313099042
3034 6.120137972236251e-07 	 1.0 	 0.025182031791856282 	 0.9965055910543131
3035 5.736536134281778e-07 	 1.0 	 0.024850845806727053 	 0.9967052715654952
3036 6.006736134068546e-07 	 1.0 	 0.024678640448163595 	 0.9966054313099042
3037 7.466326185448224e-07 	 1.0 	 0.024474709154984665 	 0.9966054313099042
3038 5.4193135130717e-07 	 1.0 	 0.024850254377940882 	 0.9965055910543131
3039 5.186889525153049e-07 	 1.0 	 0.024790070102929395 	 0.9967052715654952
3040 5.870158718371954e-07 	 1.0 	 0.024395213941214557 	 0.9965055910543131
3041 5.310136820453693e-07 	 1.0 	 0.025733941587539572 	 0.9966054313099042
3042 5.036219105504358e-07 	 1.0 	 0.024868489014541636 	 0.9967052715654952
3043 5.678152668592418e-07 	 1.0 	 0.02443777721295168 	 0.9969049520766773
3044 5.118829937954672e-07 	 1.0 	 0.025182628255955547 	 0.9966054313099042
3045 5.953239843113067e-07 	 1.0 	 0.024019726785320196 	 0.9968051118210862
3046 1.0916475401441516e-06 	 1.0 	 0.025578969972336916 	 0.9965055910543131
3047 5.529575418586319e-07 	 1.0 	 0.025841650490422145 	 0.9966054313099042
3048 6.483137660968907e-07 	 1.0 	 0.024556504294207287 	 0.9966054313099042
3049 5.217746508729703e-07 	 1.0 	 0.0244015495164089 	 0.9967052715654952
3050 6.01867533270024e-07 	 1.0 	 0.025034554802471607 	 0.9968051118210862
3051 5.365565403140238e-07 	 1.0 	 0.024273840444674604 	 0.9967052715654952
3052 5.626273201916376e-07 	 1.0 	 0.025133670135901218 	 0.9966054313099042
3053 6.808489022257902e-07 	 1.0 	 0.024493213702537167 	 0.9968051118210862
3054 5.342777679133803e-07 	 1.0 	 0.024695711691965702 	 0.9967052715654952
3055 5.656086582897046e-07 	 1.0 	 0.024765982286586576 	 0.9965055910543131
3056 6.003801874894066e-07 	 1.0 	 0.02463190159074396 	 0.9967052715654952
3057 5.826587840857655e-07 	 1.0 	 0.02463617265199558 	 0.9966054313099042
3058 5.153600362665145e-07 	 1.0 	 0.024341870256278892 	 0.9966054313099042
3059 6.062639982600615e-07 	 1.0 	 0.024954197764635748 	 0.9966054313099042
3060 5.958091006550603e-07 	 1.0 	 0.024647654495948867 	 0.9970047923322684
3061 5.462940621499967e-07 	 1.0 	 0.025448450610942728 	 0.9966054313099042
3062 5.561640220020081e-07 	 1.0 	 0.02484871503150925 	 0.9968051118210862
3063 4.95938590171221e-07 	 1.0 	 0.0247903760514359 	 0.9968051118210862
3064 5.505535009432095e-07 	 1.0 	 0.02530387027591821 	 0.9968051118210862
3065 1.1594198746239215e-06 	 1.0 	 0.024431216220382065 	 0.9968051118210862
3066 5.901495984484484e-07 	 1.0 	 0.02500944800737 	 0.9968051118210862
3067 5.366366070916229e-07 	 1.0 	 0.02510513792273196 	 0.9967052715654952
3068 6.395469129127207e-07 	 1.0 	 0.02444209295601122 	 0.9967052715654952
3069 5.881608605184851e-07 	 1.0 	 0.025205865989036725 	 0.9966054313099042
3070 5.659052661357578e-07 	 1.0 	 0.025367177128427683 	 0.9965055910543131
3071 5.210904281565831e-07 	 1.0 	 0.025309017434287095 	 0.9965055910543131
3072 4.871757748381356e-07 	 1.0 	 0.024705687666896733 	 0.9967052715654952
3073 5.136994341384593e-07 	 1.0 	 0.02450445592224555 	 0.9966054313099042
3074 5.84597038629795e-07 	 1.0 	 0.02506753600127708 	 0.9964057507987221
3075 5.807290743025817e-07 	 1.0 	 0.024980434336196736 	 0.9964057507987221
3076 5.796196453661651e-07 	 1.0 	 0.025421300713729007 	 0.9964057507987221
3077 6.458254078306425e-07 	 1.0 	 0.024844637860612376 	 0.9967052715654952
3078 5.962375278203069e-07 	 1.0 	 0.02556040693225761 	 0.9966054313099042
3079 5.68002253531148e-07 	 1.0 	 0.025241164890553197 	 0.9967052715654952
