941 1.7214601890077574e-06 	 1.0 	 0.024753979758502825 	 0.996305910543131
942 1.4773299213879909e-06 	 1.0 	 0.025637115128418462 	 0.9966054313099042
943 1.9618840149723837e-06 	 1.0 	 0.024586051461517256 	 0.9964057507987221
944 1.4678431802201431e-06 	 1.0 	 0.02541645331383162 	 0.996305910543131
945 2.078505910094464e-06 	 1.0 	 0.026077980301457332 	 0.9964057507987221
946 1.87225182059251e-06 	 1.0 	 0.024888552977441875 	 0.996305910543131
947 1.5280848428824356e-06 	 1.0 	 0.025202447416455276 	 0.9962060702875399
948 1.5063266100946748e-06 	 1.0 	 0.024687863125357798 	 0.9964057507987221
949 2.0597954569160494e-06 	 1.0 	 0.02498985629872612 	 0.9966054313099042
950 1.7869200214954616e-06 	 1.0 	 0.024890937645916104 	 0.9962060702875399
951 1.530155649303424e-06 	 1.0 	 0.02461304890099299 	 0.996305910543131
952 1.5475210911051818e-06 	 1.0 	 0.0255745847611581 	 0.996305910543131
953 1.3604716541755124e-06 	 1.0 	 0.024640473836798852 	 0.9960063897763578
954 2.2803323274450803e-06 	 1.0 	 0.025648349193281378 	 0.996305910543131
955 1.326357446404245e-06 	 1.0 	 0.02479523436750766 	 0.9962060702875399
956 1.6126057385679359e-06 	 1.0 	 0.02492094937437083 	 0.9964057507987221
957 1.709284534492781e-06 	 1.0 	 0.024059843794033624 	 0.9965055910543131
958 1.5834116345001804e-06 	 1.0 	 0.024955780499124926 	 0.9965055910543131
959 1.4945079460517263e-06 	 1.0 	 0.025640218571595166 	 0.9962060702875399
960 2.2103723474970137e-06 	 1.0 	 0.02444335701899563 	 0.9967052715654952
961 1.5897117246061043e-06 	 1.0 	 0.025034771510626774 	 0.9964057507987221
962 1.6688714332531164e-06 	 1.0 	 0.02480561615877804 	 0.9965055910543131
963 1.3998718052459934e-06 	 1.0 	 0.024593780173486204 	 0.9966054313099042
964 1.524681904179488e-06 	 1.0 	 0.023825598285281902 	 0.9964057507987221
965 1.8026949403304116e-06 	 1.0 	 0.025809490128661045 	 0.9964057507987221
966 1.34430824758482e-06 	 1.0 	 0.025067795246415243 	 0.9964057507987221
967 1.47619484761492e-06 	 1.0 	 0.024291483225367214 	 0.9967052715654952
968 1.8973936389178903e-06 	 1.0 	 0.02542617307675618 	 0.9964057507987221
969 1.4697473335090195e-06 	 1.0 	 0.025394209471657176 	 0.996305910543131
970 1.6036225790560366e-06 	 1.0 	 0.0245432552709323 	 0.9965055910543131
971 1.4839706715815738e-06 	 1.0 	 0.025422566594224743 	 0.996305910543131
972 1.5652906673574307e-06 	 1.0 	 0.025393985826432697 	 0.996305910543131
973 2.141340674147614e-06 	 1.0 	 0.02406859276667157 	 0.9965055910543131
974 1.6315124500641787e-06 	 1.0 	 0.0242428884621261 	 0.9965055910543131
975 1.5524415218817466e-06 	 1.0 	 0.025087154797416182 	 0.996305910543131
976 1.5693068874639947e-06 	 1.0 	 0.024437469807279493 	 0.996305910543131
977 1.3364179567633983e-06 	 1.0 	 0.02522200242465778 	 0.9965055910543131
978 1.353254260425274e-06 	 1.0 	 0.02568025485003506 	 0.996305910543131
979 1.3633393304371565e-06 	 1.0 	 0.0260411745444499 	 0.9962060702875399
980 1.3303633304212782e-06 	 1.0 	 0.025193211961271837 	 0.9964057507987221
981 1.3452955281510981e-06 	 1.0 	 0.025071402506474515 	 0.9966054313099042
982 1.388226446609906e-06 	 1.0 	 0.026137023219361823 	 0.9962060702875399
983 1.8131062693839795e-06 	 1.0 	 0.024766330945371527 	 0.9966054313099042
984 1.8364610528612956e-06 	 1.0 	 0.025594578689637406 	 0.9964057507987221
985 1.6628047003604251e-06 	 1.0 	 0.02452871556154287 	 0.9962060702875399
986 1.3430598505499348e-06 	 1.0 	 0.024723091743697294 	 0.9964057507987221
987 2.2219887308568785e-06 	 1.0 	 0.024940805089820616 	 0.9964057507987221
988 2.168834154281285e-06 	 1.0 	 0.02527356192960747 	 0.9964057507987221
989 1.4686820594477012e-06 	 1.0 	 0.024402856942632927 	 0.9967052715654952
990 1.543679831472673e-06 	 1.0 	 0.024491757860401777 	 0.996305910543131
991 1.4921869890599738e-06 	 1.0 	 0.024641839904040005 	 0.9966054313099042
992 1.6532944681728167e-06 	 1.0 	 0.024975167898849137 	 0.9965055910543131
993 1.5349868673536094e-06 	 1.0 	 0.024599352743639582 	 0.9962060702875399
994 1.5632210253568245e-06 	 1.0 	 0.025013359549705714 	 0.9964057507987221
995 1.3484040784567242e-06 	 1.0 	 0.024580425413880665 	 0.9965055910543131
996 1.2763973427996688e-06 	 1.0 	 0.024680571675599713 	 0.9964057507987221
997 1.2358135678630333e-06 	 1.0 	 0.024127761125145704 	 0.9965055910543131
998 1.5670891549993371e-06 	 1.0 	 0.024363199121248826 	 0.9964057507987221
999 1.3923910198718658e-06 	 1.0 	 0.024274694899814656 	 0.996305910543131
1000 1.3346331020659363e-06 	 1.0 	 0.025136189125207396 	 0.996305910543131
1001 1.4943825479576844e-06 	 1.0 	 0.024872811188210733 	 0.9964057507987221
1002 1.3352705569514e-06 	 1.0 	 0.025073844474299983 	 0.9960063897763578
1003 1.3117604583203502e-06 	 1.0 	 0.024383473663119277 	 0.9965055910543131
1004 1.5524722609382024e-06 	 1.0 	 0.025406720616325432 	 0.996305910543131
1005 1.4328215853265646e-06 	 1.0 	 0.024524023437052074 	 0.9965055910543131
1006 1.360896120542634e-06 	 1.0 	 0.025169840650710117 	 0.9964057507987221
1007 1.9830703086154245e-06 	 1.0 	 0.024991206478251576 	 0.9964057507987221
1008 1.7263542976655799e-06 	 1.0 	 0.024336383466788993 	 0.9962060702875399
1009 1.4700144453166786e-06 	 1.0 	 0.024688210859285 	 0.9964057507987221
1010 1.5092663010761952e-06 	 1.0 	 0.024600785758048728 	 0.9962060702875399
1011 1.3328302447803253e-06 	 1.0 	 0.024976935235745436 	 0.9964057507987221
1012 1.3515490305860567e-06 	 1.0 	 0.02446432323367714 	 0.9962060702875399
1013 1.3873750243681115e-06 	 1.0 	 0.02450562715724573 	 0.996305910543131
1014 1.4193750018228001e-06 	 1.0 	 0.024654365608520083 	 0.9966054313099042
1015 1.2324476998412593e-06 	 1.0 	 0.02489781508478311 	 0.9964057507987221
1016 1.3846042265296888e-06 	 1.0 	 0.02444898322920964 	 0.9966054313099042
1017 1.2339350505475012e-06 	 1.0 	 0.0249556589834281 	 0.996305910543131
1018 1.5768402147796223e-06 	 1.0 	 0.024465931059602656 	 0.9964057507987221
1019 1.6953751954179098e-06 	 1.0 	 0.024210231045542516 	 0.9966054313099042
1020 1.3651865141119401e-06 	 1.0 	 0.02538750634550414 	 0.9964057507987221
1021 1.8097125651223678e-06 	 1.0 	 0.024427122758556827 	 0.9960063897763578
1022 1.4376437634300033e-06 	 1.0 	 0.024456095535928788 	 0.9966054313099042
1023 1.5837074590859857e-06 	 1.0 	 0.025732104084899905 	 0.9959065495207667
1024 1.4284408389420377e-06 	 1.0 	 0.02533971258616497 	 0.9965055910543131
1025 2.035162860859714e-06 	 1.0 	 0.025107522073181683 	 0.9962060702875399
1026 1.384065039694633e-06 	 1.0 	 0.025313054124832757 	 0.9961062300319489
1027 1.6318440947338785e-06 	 1.0 	 0.025411721873781698 	 0.9964057507987221
1028 1.3344421539329687e-06 	 1.0 	 0.02543279772123431 	 0.9962060702875399
1029 1.7849979922254988e-06 	 1.0 	 0.025743988883806784 	 0.9962060702875399
1030 1.2897444660849545e-06 	 1.0 	 0.026339609147025777 	 0.9960063897763578
1031 1.7096067534902205e-06 	 1.0 	 0.025944450158426266 	 0.9959065495207667
1032 1.3646983746542674e-06 	 1.0 	 0.023915800947122715 	 0.9967052715654952
1033 1.4176860481461517e-06 	 1.0 	 0.02438859931697428 	 0.9964057507987221
1034 1.3216012273994693e-06 	 1.0 	 0.024989495817589163 	 0.9959065495207667
1035 1.4718262559688355e-06 	 1.0 	 0.025037758092031678 	 0.9965055910543131
1036 1.273853980908939e-06 	 1.0 	 0.024310435759930474 	 0.9965055910543131
1037 2.1974998704661174e-06 	 1.0 	 0.02627216694664005 	 0.9961062300319489
1038 1.335957193206241e-06 	 1.0 	 0.02516689977405775 	 0.996305910543131
1039 1.7325481258001218e-06 	 1.0 	 0.02477652594791694 	 0.9964057507987221
1040 1.425453766460123e-06 	 1.0 	 0.024679132770675318 	 0.9962060702875399
1041 1.569167210022897e-06 	 1.0 	 0.02388964251239589 	 0.9965055910543131
1042 2.0216956126130014e-06 	 1.0 	 0.0248298323011053 	 0.9964057507987221
1043 4.674635351549057e-06 	 1.0 	 0.024725343014144554 	 0.9964057507987221
1044 1.3761653209346037e-06 	 1.0 	 0.024773867447400233 	 0.9966054313099042
1045 1.2818664153127201e-06 	 1.0 	 0.02499314662128118 	 0.9962060702875399
1046 1.265465034562112e-06 	 1.0 	 0.02584906096374635 	 0.9962060702875399
1047 1.5568670846693067e-06 	 1.0 	 0.02440388724600113 	 0.9965055910543131
1048 1.4594210559855014e-06 	 1.0 	 0.024617855838947697 	 0.9965055910543131
1049 1.2639226212832e-06 	 1.0 	 0.024498142229896085 	 0.9965055910543131
1050 1.3234483542680664e-06 	 1.0 	 0.025190302159210975 	 0.996305910543131
1051 1.2231003630688518e-06 	 1.0 	 0.024766443996989337 	 0.9964057507987221
1052 1.258624534444266e-06 	 1.0 	 0.02430864238219701 	 0.9965055910543131
1053 1.42636902356287e-06 	 1.0 	 0.023847538512759506 	 0.9966054313099042
1054 1.3980608629498192e-06 	 1.0 	 0.02441490417668655 	 0.996305910543131
1055 1.4151488846562188e-06 	 1.0 	 0.024929617161831594 	 0.9965055910543131
1056 1.233181200518061e-06 	 1.0 	 0.02549046963636211 	 0.9964057507987221
1057 1.4919189138839784e-06 	 1.0 	 0.02577042039600741 	 0.996305910543131
1058 1.477466365837472e-06 	 1.0 	 0.02596443153776503 	 0.9960063897763578
1059 1.6397883085068087e-06 	 1.0 	 0.02431308802862036 	 0.9964057507987221
1060 1.536513733750553e-06 	 1.0 	 0.02466929147994884 	 0.9966054313099042
1061 1.3938409608300616e-06 	 1.0 	 0.024155403030036757 	 0.9967052715654952
1062 1.5419006564485472e-06 	 1.0 	 0.024500936379387286 	 0.9965055910543131
1063 1.453506298769014e-06 	 1.0 	 0.0248975186930038 	 0.9965055910543131
1064 1.2673303809503977e-06 	 1.0 	 0.0250726426551159 	 0.9966054313099042
1065 1.3128097270947592e-06 	 1.0 	 0.02427277591422594 	 0.9967052715654952
1066 1.3114829754698577e-06 	 1.0 	 0.02603300603835413 	 0.996305910543131
1067 1.3729613800472862e-06 	 1.0 	 0.023650825322831907 	 0.9966054313099042
1068 1.8742610156880346e-06 	 1.0 	 0.02465466286943034 	 0.9965055910543131
1069 1.3326380335996646e-06 	 1.0 	 0.02517314084165081 	 0.9965055910543131
1070 1.2450746840298166e-06 	 1.0 	 0.025179443402294204 	 0.9965055910543131
1071 1.4745950337629665e-06 	 1.0 	 0.024776653651788903 	 0.996305910543131
1072 1.3102514301590418e-06 	 1.0 	 0.02557594801175519 	 0.9964057507987221
1073 1.3614406321687512e-06 	 1.0 	 0.024294301880059644 	 0.9964057507987221
1074 1.3392477213631082e-06 	 1.0 	 0.026197379334095848 	 0.996305910543131
1075 1.3887308583275625e-06 	 1.0 	 0.02475818240350388 	 0.996305910543131
1076 1.1625402053354606e-06 	 1.0 	 0.024597933597696263 	 0.9967052715654952
1077 1.6049859174995618e-06 	 1.0 	 0.02521748674234388 	 0.996305910543131
1078 1.3523879752540324e-06 	 1.0 	 0.024404258886015953 	 0.996305910543131
1079 1.5612300892831853e-06 	 1.0 	 0.02576193106115166 	 0.996305910543131
1080 1.4361775207237315e-06 	 1.0 	 0.024211992726272898 	 0.9964057507987221
1081 1.3106420864852453e-06 	 1.0 	 0.02380575792875149 	 0.9966054313099042
1082 1.7832937148517657e-06 	 1.0 	 0.023817801529645657 	 0.9967052715654952
1083 1.3259254598767712e-06 	 1.0 	 0.02481465946421592 	 0.9964057507987221
1084 1.6210484192833973e-06 	 1.0 	 0.024068978787540777 	 0.9967052715654952
1085 1.151006751465502e-06 	 1.0 	 0.02364575399643049 	 0.9967052715654952
1086 1.3851291816433787e-06 	 1.0 	 0.024552706355873907 	 0.996305910543131
1087 1.2223166285912158e-06 	 1.0 	 0.02425522885210579 	 0.9966054313099042
1088 1.7032776155906503e-06 	 1.0 	 0.024666954444738216 	 0.9965055910543131
1089 1.256353843508009e-06 	 1.0 	 0.02476886830391621 	 0.9967052715654952
1090 1.5368903897490327e-06 	 1.0 	 0.02384575381716852 	 0.9965055910543131
1091 1.2464357612577715e-06 	 1.0 	 0.024192009662414714 	 0.9967052715654952
1092 1.3433351389841164e-06 	 1.0 	 0.025514142126343127 	 0.9962060702875399
1093 1.1279617449190483e-06 	 1.0 	 0.025424454681394724 	 0.9962060702875399
1094 1.59397117459946e-06 	 1.0 	 0.025082612923470696 	 0.9964057507987221
1095 1.4202011969189243e-06 	 1.0 	 0.02451745555583841 	 0.9967052715654952
1096 1.454521216643343e-06 	 1.0 	 0.02465148369521543 	 0.9965055910543131
1097 1.4245717868305974e-06 	 1.0 	 0.024468258269989225 	 0.9964057507987221
1098 1.3363536778500418e-06 	 1.0 	 0.024262092018568535 	 0.996305910543131
1099 3.221479276688797e-06 	 1.0 	 0.024590917220145378 	 0.9964057507987221
1100 1.6078599106231195e-06 	 1.0 	 0.024241173366409945 	 0.9965055910543131
1101 1.3693328292225714e-06 	 1.0 	 0.024921457335877313 	 0.9962060702875399
1102 1.5008088479157778e-06 	 1.0 	 0.02426545368232933 	 0.9965055910543131
1103 1.399912453939578e-06 	 1.0 	 0.0243133820249248 	 0.9965055910543131
1104 1.4191024714989452e-06 	 1.0 	 0.024467838106137122 	 0.9964057507987221
1105 1.2566550165752233e-06 	 1.0 	 0.024963419758772303 	 0.996305910543131
1106 1.2664101105978887e-06 	 1.0 	 0.024491590627201954 	 0.9965055910543131
1107 1.910259287926692e-06 	 1.0 	 0.0247405295638328 	 0.9964057507987221
1108 1.2217640327310164e-06 	 1.0 	 0.024639207035753556 	 0.9964057507987221
1109 1.398462826219884e-06 	 1.0 	 0.024257647371909958 	 0.9965055910543131
1110 1.6012856746340276e-06 	 1.0 	 0.02411925377200495 	 0.9967052715654952
1111 1.365476665055212e-06 	 1.0 	 0.02513243987383243 	 0.9965055910543131
1112 1.4708017831526376e-06 	 1.0 	 0.02587131156536598 	 0.9962060702875399
1113 1.2093961629656746e-06 	 1.0 	 0.02493717026078064 	 0.9961062300319489
1114 1.2216633247069807e-06 	 1.0 	 0.024321787168751656 	 0.9964057507987221
1115 1.5565653532144097e-06 	 1.0 	 0.02460339948083872 	 0.9965055910543131
1116 1.1298242930985225e-06 	 1.0 	 0.025162688230868827 	 0.9965055910543131
1117 3.0835927632938363e-06 	 1.0 	 0.024586979474574156 	 0.9966054313099042
1118 1.4994368229758948e-06 	 1.0 	 0.024032408984257434 	 0.9965055910543131
1119 1.872606456982453e-06 	 1.0 	 0.023561785097344145 	 0.9966054313099042
1120 1.312783354377416e-06 	 1.0 	 0.023494452075364537 	 0.9967052715654952
1121 1.4702653181211644e-06 	 1.0 	 0.024724055692187042 	 0.9965055910543131
1122 1.3063417439479963e-06 	 1.0 	 0.024542351583805713 	 0.9964057507987221
1123 1.2892132543652225e-06 	 1.0 	 0.023594528997063144 	 0.9965055910543131
1124 1.5868983074471998e-06 	 1.0 	 0.023828336716990483 	 0.9965055910543131
1125 1.340235891749444e-06 	 1.0 	 0.025236187904753682 	 0.9964057507987221
1126 1.3843249881716701e-06 	 1.0 	 0.025051308591154835 	 0.9964057507987221
1127 1.145907724315407e-06 	 1.0 	 0.023654012153773822 	 0.9966054313099042
1128 1.6061595403743923e-06 	 1.0 	 0.024483063320949773 	 0.9965055910543131
1129 1.2985352382986548e-06 	 1.0 	 0.025414404186633762 	 0.9966054313099042
1130 1.4785103912521435e-06 	 1.0 	 0.024135509891319448 	 0.9966054313099042
1131 1.26605940061836e-06 	 1.0 	 0.024654985631524955 	 0.9964057507987221
1132 1.284256022013892e-06 	 1.0 	 0.024617468606912905 	 0.9965055910543131
1133 1.3702113934289173e-06 	 1.0 	 0.025263056864167212 	 0.9964057507987221
1134 1.2847298718867251e-06 	 1.0 	 0.024640965306340388 	 0.9966054313099042
1135 1.1999295170727463e-06 	 1.0 	 0.02543808550842177 	 0.9966054313099042
1136 1.2611152634013933e-06 	 1.0 	 0.025164010102232823 	 0.9966054313099042
1137 1.522542243134808e-06 	 1.0 	 0.0242050370211882 	 0.9966054313099042
1138 1.4634695892692662e-06 	 1.0 	 0.024995744511551326 	 0.9965055910543131
1139 1.2140288651431775e-06 	 1.0 	 0.024095762600920747 	 0.9966054313099042
1140 1.333171069490504e-06 	 1.0 	 0.025358024331625584 	 0.9966054313099042
1141 1.1577581400723603e-06 	 1.0 	 0.025439880116084335 	 0.9966054313099042
1142 1.319834008105545e-06 	 1.0 	 0.024252249720605763 	 0.9965055910543131
1143 1.468711566696186e-06 	 1.0 	 0.02530962140249136 	 0.9964057507987221
1144 2.2315231920703126e-06 	 1.0 	 0.025464083773590735 	 0.9965055910543131
1145 1.1989665155795137e-06 	 1.0 	 0.024403964408165075 	 0.9967052715654952
1146 1.2109930248726642e-06 	 1.0 	 0.026121804099990237 	 0.9964057507987221
1147 1.3726338569728114e-06 	 1.0 	 0.025549983411060906 	 0.9964057507987221
1148 1.3700369563017034e-06 	 1.0 	 0.024008845493598788 	 0.9965055910543131
1149 1.2248034911795002e-06 	 1.0 	 0.025199712491773656 	 0.9965055910543131
1150 1.6662704808783246e-06 	 1.0 	 0.025107461303486376 	 0.9962060702875399
1151 1.2555114939493706e-06 	 1.0 	 0.0250452021728852 	 0.9964057507987221
1152 1.2826446507514787e-06 	 1.0 	 0.02561033260708135 	 0.996305910543131
1153 1.482146091028369e-06 	 1.0 	 0.024484996538765895 	 0.9967052715654952
1154 1.1658642003598629e-06 	 1.0 	 0.02593569507537584 	 0.9962060702875399
1155 1.7928443498362867e-06 	 1.0 	 0.024501745558005678 	 0.9966054313099042
1156 1.1272991793453003e-06 	 1.0 	 0.02506410833908448 	 0.9964057507987221
1157 1.471252238661691e-06 	 1.0 	 0.025407784168680527 	 0.996305910543131
1158 1.3191121595400546e-06 	 1.0 	 0.02438796442692288 	 0.9966054313099042
1159 1.452448731335494e-06 	 1.0 	 0.024702199526096775 	 0.9967052715654952
1160 1.3819921021320169e-06 	 1.0 	 0.024287687032141164 	 0.9967052715654952
1161 1.3302150114941469e-06 	 1.0 	 0.025157625221118463 	 0.9965055910543131
1162 1.6057695978420838e-06 	 1.0 	 0.025178048662270473 	 0.9964057507987221
1163 1.143216275540908e-06 	 1.0 	 0.024847524009357996 	 0.9965055910543131
1164 1.4680904328560017e-06 	 1.0 	 0.02546333749536498 	 0.9966054313099042
1165 1.3589109531153554e-06 	 1.0 	 0.025690136365133166 	 0.9964057507987221
1166 1.2211807208774416e-06 	 1.0 	 0.024964171082312584 	 0.9964057507987221
1167 1.5274349911993568e-06 	 1.0 	 0.02448055514102431 	 0.9967052715654952
1168 1.3981651219751257e-06 	 1.0 	 0.025176240828730212 	 0.9964057507987221
1169 1.8680074615235754e-06 	 1.0 	 0.026074343149420243 	 0.9964057507987221
1170 1.3347016897370167e-06 	 1.0 	 0.025785933544247703 	 0.9964057507987221
1171 1.2869706486901577e-06 	 1.0 	 0.024590538227181716 	 0.9967052715654952
1172 1.305000214462666e-06 	 1.0 	 0.024023313772506397 	 0.9967052715654952
1173 1.0552304432491154e-06 	 1.0 	 0.024847065283848942 	 0.9966054313099042
1174 1.5858171350782867e-06 	 1.0 	 0.025210259867233215 	 0.9964057507987221
1175 1.3392934702028469e-06 	 1.0 	 0.025483546311681995 	 0.9965055910543131
1176 1.1408944653271647e-06 	 1.0 	 0.024867778452301564 	 0.9967052715654952
1177 1.4944983553982638e-06 	 1.0 	 0.02527808533467168 	 0.9965055910543131
1178 1.192425719791288e-06 	 1.0 	 0.025323008896587982 	 0.9962060702875399
1179 1.242317415827756e-06 	 1.0 	 0.024799540970895827 	 0.9964057507987221
1180 1.440460625130413e-06 	 1.0 	 0.02564245903771426 	 0.9964057507987221
1181 1.3770532740730346e-06 	 1.0 	 0.024884371917111524 	 0.9966054313099042
1182 1.5798798907616173e-06 	 1.0 	 0.024959314388183114 	 0.9964057507987221
1183 1.1953178178706024e-06 	 1.0 	 0.024432069892866823 	 0.9967052715654952
1184 1.283116287264079e-06 	 1.0 	 0.0242212938853857 	 0.9967052715654952
1185 1.2077090914314681e-06 	 1.0 	 0.02439959137084595 	 0.9966054313099042
1186 1.1868295757506076e-06 	 1.0 	 0.02615060077638317 	 0.9962060702875399
1187 1.5902503700249326e-06 	 1.0 	 0.02505770780160951 	 0.9964057507987221
1188 1.3382156294255765e-06 	 1.0 	 0.02507879315652692 	 0.9965055910543131
1189 1.1588642112468505e-06 	 1.0 	 0.024829120013988702 	 0.9966054313099042
1190 1.6079070115641515e-06 	 1.0 	 0.024877483131797485 	 0.996305910543131
1191 1.1662199886421831e-06 	 1.0 	 0.024783847911994047 	 0.9965055910543131
1192 1.1427770847720354e-06 	 1.0 	 0.025072492254065677 	 0.996305910543131
